Kode Wilayah,Kabupaten,IDE Kapanewan,KAPANEWON,ID Kelurahan,KALURAHAN/KELURAHAN,ID Pedukuhan,PADUKUHAN,RT,RW,Luas Wilayah,Jumlah Penduduk
34.01.01.2001,KULON PROGO,1,TEMON,1,JANGKARAN,1,Ngentak,,,,
34.01.01.2001,KULON PROGO,1,TEMON,1,JANGKARAN,2,Kledekan Lor,,,,
34.01.01.2001,KULON PROGO,1,TEMON,1,JANGKARAN,3,Kledekan Kidul,,,,
34.01.01.2001,KULON PROGO,1,TEMON,1,JANGKARAN,4,Pasir Kadilangu,,,,
34.01.01.2001,KULON PROGO,1,TEMON,1,JANGKARAN,5,Jangkaran,,,,
34.01.01.2001,KULON PROGO,1,TEMON,1,JANGKARAN,6,Pasir Mendit,,,,
34.01.01.2001,KULON PROGO,1,TEMON,1,JANGKARAN,7,Ngelak,,,,
34.01.01.2001,KULON PROGO,1,TEMON,1,JANGKARAN,8,Nglawang,,,,
34.01.01.2002,KULON PROGO,1,TEMON,2,SINDUTAN,1,Bayeman,,,,
34.01.01.2002,KULON PROGO,1,TEMON,2,SINDUTAN,2,Glaheng,,,,
34.01.01.2002,KULON PROGO,1,TEMON,2,SINDUTAN,3,Dukuh,,,,
34.01.01.2002,KULON PROGO,1,TEMON,2,SINDUTAN,4,Sindutan A,,,,
34.01.01.2002,KULON PROGO,1,TEMON,2,SINDUTAN,5,Sindutan B,,,,
34.01.01.2002,KULON PROGO,1,TEMON,2,SINDUTAN,6,Panginan,,,,
34.01.01.2002,KULON PROGO,1,TEMON,2,SINDUTAN,7,Plempukan,,,,
34.01.01.2003,KULON PROGO,1,TEMON,3,PALIHAN,1,Ngringgit,,,,
34.01.01.2003,KULON PROGO,1,TEMON,3,PALIHAN,2,Palihan I,,,,
34.01.01.2003,KULON PROGO,1,TEMON,3,PALIHAN,3,Palihan II,,,,
34.01.01.2003,KULON PROGO,1,TEMON,3,PALIHAN,4,Kragon I,,,,
34.01.01.2003,KULON PROGO,1,TEMON,3,PALIHAN,5,Kragon II,,,,
34.01.01.2003,KULON PROGO,1,TEMON,3,PALIHAN,6,Mlangsen,,,,
34.01.01.2003,KULON PROGO,1,TEMON,3,PALIHAN,7,Tanggalan,,,,
34.01.01.2003,KULON PROGO,1,TEMON,3,PALIHAN,8,Selong,,,,
34.01.01.2003,KULON PROGO,1,TEMON,3,PALIHAN,9,Munggangan,,,,
34.01.01.2004,KULON PROGO,1,TEMON,4,GLAGAH,1,Kepek,,,,
34.01.01.2004,KULON PROGO,1,TEMON,4,GLAGAH,2,Bapangan,,,,
34.01.01.2004,KULON PROGO,1,TEMON,4,GLAGAH,3,Sidorejo,,,,
34.01.01.2004,KULON PROGO,1,TEMON,4,GLAGAH,4,Kretek,,,,
34.01.01.2004,KULON PROGO,1,TEMON,4,GLAGAH,5,Macanan,,,,
34.01.01.2004,KULON PROGO,1,TEMON,4,GLAGAH,6,Bebekan,,,,
34.01.01.2004,KULON PROGO,1,TEMON,4,GLAGAH,7,Logede,,,,
34.01.01.2004,KULON PROGO,1,TEMON,4,GLAGAH,8,Sangkretan,,,,
34.01.01.2004,KULON PROGO,1,TEMON,4,GLAGAH,9,Glagah,,,,
34.01.01.2005,KULON PROGO,1,TEMON,5,KALIDENGEN,1,Kalidengen I,,,,
34.01.01.2005,KULON PROGO,1,TEMON,5,KALIDENGEN,2,Kalidengen II,,,,
34.01.01.2005,KULON PROGO,1,TEMON,5,KALIDENGEN,3,Sidatan,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,1,Sringkel,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,2,Gebang I,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,3,Gebang II,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,4,Ngentak,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,5,Salam I,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,6,Salam II,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,7,Salam III,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,8,Dabag I,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,9,Dabag II,,,,
34.01.01.2006,KULON PROGO,1,TEMON,6,PLUMBON,10,Plumbon,,,,
34.01.01.2007,KULON PROGO,1,TEMON,7,KEDUNDANG,1,Kedundang I,,,,
34.01.01.2007,KULON PROGO,1,TEMON,7,KEDUNDANG,2,Kedundang II,,,,
34.01.01.2007,KULON PROGO,1,TEMON,7,KEDUNDANG,3,Kedundang III,,,,
34.01.01.2007,KULON PROGO,1,TEMON,7,KEDUNDANG,4,Pencengan,,,,
34.01.01.2007,KULON PROGO,1,TEMON,7,KEDUNDANG,5,Nagung,,,,
34.01.01.2007,KULON PROGO,1,TEMON,7,KEDUNDANG,6,Pandowan,,,,
34.01.01.2008,KULON PROGO,1,TEMON,8,DEMEN,1,Batikan I,,,,
34.01.01.2008,KULON PROGO,1,TEMON,8,DEMEN,2,Batikan II,,,,
34.01.01.2008,KULON PROGO,1,TEMON,8,DEMEN,3,Demen I,,,,
34.01.01.2008,KULON PROGO,1,TEMON,8,DEMEN,4,Demen II,,,,
34.01.01.2008,KULON PROGO,1,TEMON,8,DEMEN,5,Dukuh I,,,,
34.01.01.2008,KULON PROGO,1,TEMON,8,DEMEN,6,Dukuh II,,,,
34.01.01.2008,KULON PROGO,1,TEMON,8,DEMEN,7,Kendeng,,,,
34.01.01.2009,KULON PROGO,1,TEMON,9,KULUR,1,Kaligayam,,,,
34.01.01.2009,KULON PROGO,1,TEMON,9,KULUR,2,Polodadi,,,,
34.01.01.2009,KULON PROGO,1,TEMON,9,KULUR,3,Tigaron,,,,
34.01.01.2009,KULON PROGO,1,TEMON,9,KULUR,4,Trukan,,,,
34.01.01.2009,KULON PROGO,1,TEMON,9,KULUR,5,Setro,,,,
34.01.01.2009,KULON PROGO,1,TEMON,9,KULUR,6,Kebondalem,,,,
34.01.01.2009,KULON PROGO,1,TEMON,9,KULUR,7,Bojong,,,,
34.01.01.2010,KULON PROGO,1,TEMON,10,KALIGINTUNG,1,Balong,,,,
34.01.01.2010,KULON PROGO,1,TEMON,10,KALIGINTUNG,2,Girigondo,,,,
34.01.01.2010,KULON PROGO,1,TEMON,10,KALIGINTUNG,3,Siwates,,,,
34.01.01.2010,KULON PROGO,1,TEMON,10,KALIGINTUNG,4,Kaligintung Lor,,,,
34.01.01.2010,KULON PROGO,1,TEMON,10,KALIGINTUNG,5,Kaligintung Kidul,,,,
34.01.01.2011,KULON PROGO,1,TEMON,11,TEMON WETAN,1,Kaligondang,,,,
34.01.01.2011,KULON PROGO,1,TEMON,11,TEMON WETAN,2,Gandri,,,,
34.01.01.2011,KULON PROGO,1,TEMON,11,TEMON WETAN,3,Jogahan,,,,
34.01.01.2011,KULON PROGO,1,TEMON,11,TEMON WETAN,4,Jatikontal,,,,
34.01.01.2011,KULON PROGO,1,TEMON,11,TEMON WETAN,5,Kaliawen,,,,
34.01.01.2011,KULON PROGO,1,TEMON,11,TEMON WETAN,6,Temon,,,,
34.01.01.2011,KULON PROGO,1,TEMON,11,TEMON WETAN,7,Kaliwangan,,,,
34.01.01.2012,KULON PROGO,1,TEMON,12,TEMON KULON,1,Kaligondang,,,,
34.01.01.2012,KULON PROGO,1,TEMON,12,TEMON KULON,2,Kedung Banteng,,,,
34.01.01.2012,KULON PROGO,1,TEMON,12,TEMON KULON,3,Kaliwangan Lor,,,,
34.01.01.2012,KULON PROGO,1,TEMON,12,TEMON KULON,4,Kaliwangan Kidul,,,,
34.01.01.2012,KULON PROGO,1,TEMON,12,TEMON KULON,5,Seling,,,,
34.01.01.2013,KULON PROGO,1,TEMON,13,KEBONREJO,1,Dumpoh,,,,
34.01.01.2013,KULON PROGO,1,TEMON,13,KEBONREJO,2,Kibon,,,,
34.01.01.2013,KULON PROGO,1,TEMON,13,KEBONREJO,3,Weton,,,,
34.01.01.2013,KULON PROGO,1,TEMON,13,KEBONREJO,4,Seling,,,,
34.01.01.2014,KULON PROGO,1,TEMON,14,JANTEN,1,Tegalrejo,,,,
34.01.01.2014,KULON PROGO,1,TEMON,14,JANTEN,2,Tegalsari,,,,
34.01.01.2014,KULON PROGO,1,TEMON,14,JANTEN,3,Janten,,,,
34.01.01.2014,KULON PROGO,1,TEMON,14,JANTEN,4,Dukuh,,,,
34.01.01.2014,KULON PROGO,1,TEMON,14,JANTEN,5,Jomboran,,,,
34.01.01.2015,KULON PROGO,1,TEMON,15,KARANGWULUH,1,Karangwuluh Lor,,,,
34.01.01.2015,KULON PROGO,1,TEMON,15,KARANGWULUH,2,Karangwuluh Kidul,,,,
34.01.01.2015,KULON PROGO,1,TEMON,15,KARANGWULUH,3,Candi Wetan,,,,
34.01.01.2015,KULON PROGO,1,TEMON,15,KARANGWULUH,4,Candi Kulon,,,,
34.01.02.2001,KULON PROGO,2,WATES,1,KARANGWUNI,1,Keboan,,,,
34.01.02.2001,KULON PROGO,2,WATES,1,KARANGWUNI,2,Kriyan,,,,
34.01.02.2001,KULON PROGO,2,WATES,1,KARANGWUNI,3,Karangwuni,,,,
34.01.02.2001,KULON PROGO,2,WATES,1,KARANGWUNI,4,Pancas,,,,
34.01.02.2001,KULON PROGO,2,WATES,1,KARANGWUNI,5,Karanganyar,,,,
34.01.02.2001,KULON PROGO,2,WATES,1,KARANGWUNI,6,Karangrejo,,,,
34.01.02.2002,KULON PROGO,2,WATES,2,SOGAN,1,Sogan I,,,,
34.01.02.2002,KULON PROGO,2,WATES,2,SOGAN,2,Sogan II,,,,
34.01.02.2002,KULON PROGO,2,WATES,2,SOGAN,3,Kawirejan,,,,
34.01.02.2002,KULON PROGO,2,WATES,2,SOGAN,4,Trimulyo,,,,
34.01.02.2002,KULON PROGO,2,WATES,2,SOGAN,5,Jetis,,,,
34.01.02.2003,KULON PROGO,2,WATES,3,KULWARU,1,Kulwaru Kulon,,,,
34.01.02.2003,KULON PROGO,2,WATES,3,KULWARU,2,Kulwaru Wetan,,,,
34.01.02.2003,KULON PROGO,2,WATES,3,KULWARU,3,Kanoman,,,,
34.01.02.2003,KULON PROGO,2,WATES,3,KULWARU,4,Kuwirun,,,,
34.01.02.2003,KULON PROGO,2,WATES,3,KULWARU,5,Serangrejo,,,,
34.01.02.2003,KULON PROGO,2,WATES,3,KULWARU,6,Granti,,,,
34.01.02.2004,KULON PROGO,2,WATES,4,NGESTIHARJO,1,Turip,,,,
34.01.02.2004,KULON PROGO,2,WATES,4,NGESTIHARJO,2,Dukuh,,,,
34.01.02.2004,KULON PROGO,2,WATES,4,NGESTIHARJO,3,Ngentak,,,,
34.01.02.2004,KULON PROGO,2,WATES,4,NGESTIHARJO,4,Granti Wetan,,,,
34.01.02.2004,KULON PROGO,2,WATES,4,NGESTIHARJO,5,Granti Kulon,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,1,Temonan,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,2,Kuncen,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,3,Sanggrahan Lor,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,4,Sanggrahan Kidul,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,5,Klopo Sepuluh,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,6,Cangkring,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,7,Bendungan Lor,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,8,Bendungan Kidul,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,9,Berenan ,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,10,Kauman,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,11,Mangunan,,,,
34.01.02.2005,KULON PROGO,2,WATES,5,BENDUNGAN,12,Dondong,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,1,Sebokarang,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,2,Tambak,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,3,Cokrodipan,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,4,Dalangan,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,5,Seworan,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,6,Klewonan,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,7,Conegaran,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,8,Kadipaten,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,9,Ngrandu,,,,
34.01.02.2006,KULON PROGO,2,WATES,6,BENDUNGAN,10,Kularan,,,,
34.01.02.2007,KULON PROGO,2,WATES,7,GIRIPENI,1,Graulan,,,,
34.01.02.2007,KULON PROGO,2,WATES,7,GIRIPENI,2,Tegal Lembut,,,,
34.01.02.2007,KULON PROGO,2,WATES,7,GIRIPENI,3,Dobangsan,,,,
34.01.02.2007,KULON PROGO,2,WATES,7,GIRIPENI,4,Gunung Gempal,,,,
34.01.02.2007,KULON PROGO,2,WATES,7,GIRIPENI,5,Jurangjero,,,,
34.01.02.2007,KULON PROGO,2,WATES,7,GIRIPENI,6,Kalikepek,,,,
34.01.02.2007,KULON PROGO,2,WATES,7,GIRIPENI,7,Sideman,,,,
34.01.02.2007,KULON PROGO,2,WATES,7,GIRIPENI,8,Kedungpring,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,1,Punukan,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,2,Beji,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,3,Terbah,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,4,Jogoyudan,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,5,Mutihan,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,6,Kriyanan,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,7,Wetan Pasar,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,8,Durungan,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,9,Kedungdowo,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,10,Gadingan,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,11,Driyan,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,12,Wonosidi Lor,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,13,Wonosidi Kidul,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,14,Dipan,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,15,Kedunggong,,,,
34.01.02.1008,KULON PROGO,2,WATES,8,KELURAHAN WATES*,16,Sebokarang,,,,
34.01.03.2001,KULON PROGO,3,PANJATAN,1,GARONGAN,1,Jangkang,,,,
34.01.03.2001,KULON PROGO,3,PANJATAN,1,GARONGAN,2,Palem Sewu,,,,
34.01.03.2001,KULON PROGO,3,PANJATAN,1,GARONGAN,3,Cubung Kalangan,,,,
34.01.03.2001,KULON PROGO,3,PANJATAN,1,GARONGAN,4,Trukan Kidul,,,,
34.01.03.2001,KULON PROGO,3,PANJATAN,1,GARONGAN,5,Trukan Tengah,,,,
34.01.03.2001,KULON PROGO,3,PANJATAN,1,GARONGAN,6,Garongan,,,,
34.01.03.2001,KULON PROGO,3,PANJATAN,1,GARONGAN,7,Ngentak Lor,,,,
34.01.03.2001,KULON PROGO,3,PANJATAN,1,GARONGAN,8,Ngentak Kidul,,,,
34.01.03.2001,KULON PROGO,3,PANJATAN,1,GARONGAN,9,Pandansari,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,1,Cicikan,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,2,Pleret Blok II,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,3,Pleret Blok IV,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,4,Pleret Blok V,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,5,Cubung III,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,6,Trukancobang VII,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,7,Ngaglik IV,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,8,Ngaglik VIII,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,9,Ngaglik IX,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,10,Tulungan X,,,,
34.01.03.2002,KULON PROGO,3,PANJATAN,2,PLERET,11,Setapan XI,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,1,Cicikan,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,2,Bugel,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,3,Gelaran Blok III,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,4,Gelaran Blok IV,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,5,Beran,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,6,Beran Pancasan VI,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,7,Beran Pancasan VII,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,8,Beran VIII,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,9,Beran IX,,,,
34.01.03.2003,KULON PROGO,3,PANJATAN,3,BUGEL,10,Gumuk Waru,,,,
34.01.03.2004,KULON PROGO,3,PANJATAN,4,KANOMAN,1,Kanoman I,,,,
34.01.03.2004,KULON PROGO,3,PANJATAN,4,KANOMAN,2,Kanoman II,,,,
34.01.03.2004,KULON PROGO,3,PANJATAN,4,KANOMAN,3,Kanoman III,,,,
34.01.03.2004,KULON PROGO,3,PANJATAN,4,KANOMAN,4,Kanoman IV,,,,
34.01.03.2004,KULON PROGO,3,PANJATAN,4,KANOMAN,5,Kanoman V,,,,
34.01.03.2004,KULON PROGO,3,PANJATAN,4,KANOMAN,6,Kanoman VI,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,1,Depok IV,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,2,Depok V,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,3,Depok VI,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,4,Depok VII,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,5,Ganggengan VIII,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,6,Ganggengan IX,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,7,Ganggengan X,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,8,Ngaran,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,9,Tanggu I,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,10,Tanggu II,,,,
34.01.03.2005,KULON PROGO,3,PANJATAN,5,DEPOK,11,Tanggu III,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,1,Wojowalur,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,2,Keboran,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,3,Ngangrangan Lor,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,4,Ngangrangan Kidul,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,5,Ngangrangan Kulon,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,6,Ngentak,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,7,Ngaran Lor,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,8,Ngaran Kidul,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,9,Bojong Kulon,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,10,Bojong Tengah,,,,
34.01.03.2006,KULON PROGO,3,PANJATAN,6,BOJONG,11,Bojong Wetan,,,,
34.01.03.2007,KULON PROGO,3,PANJATAN,7,TAYUBAN,1,Suko Penganti,,,,
34.01.03.2007,KULON PROGO,3,PANJATAN,7,TAYUBAN,2,Tanggul II,,,,
34.01.03.2007,KULON PROGO,3,PANJATAN,7,TAYUBAN,3,Tanggul III,,,,
34.01.03.2007,KULON PROGO,3,PANJATAN,7,TAYUBAN,4,Tayuban IV,,,,
34.01.03.2007,KULON PROGO,3,PANJATAN,7,TAYUBAN,5,Tayuban V,,,,
34.01.03.2007,KULON PROGO,3,PANJATAN,7,TAYUBAN,6,Ganggengan,,,,
34.01.03.2007,KULON PROGO,3,PANJATAN,7,TAYUBAN,7,Gentan,,,,
34.01.03.2008,KULON PROGO,3,PANJATAN,8,GOTAKAN,1,Kemendung,,,,
34.01.03.2008,KULON PROGO,3,PANJATAN,8,GOTAKAN,2,Krebet,,,,
34.01.03.2008,KULON PROGO,3,PANJATAN,8,GOTAKAN,3,Tanjung III,,,,
34.01.03.2008,KULON PROGO,3,PANJATAN,8,GOTAKAN,4,Tanjung IV,,,,
34.01.03.2008,KULON PROGO,3,PANJATAN,8,GOTAKAN,5,Tanjung V,,,,
34.01.03.2008,KULON PROGO,3,PANJATAN,8,GOTAKAN,6,Kependak,,,,
34.01.03.2008,KULON PROGO,3,PANJATAN,8,GOTAKAN,7,Karang Tengah,,,,
34.01.03.2008,KULON PROGO,3,PANJATAN,8,GOTAKAN,8,Gotakan,,,,
34.01.03.2009,KULON PROGO,3,PANJATAN,9,PANJATAN,1,Panjatan I,,,,
34.01.03.2009,KULON PROGO,3,PANJATAN,9,PANJATAN,2,Panjatan II,,,,
34.01.03.2009,KULON PROGO,3,PANJATAN,9,PANJATAN,3,Panjatan III,,,,
34.01.03.2009,KULON PROGO,3,PANJATAN,9,PANJATAN,4,Panjatan IV,,,,
34.01.03.2009,KULON PROGO,3,PANJATAN,9,PANJATAN,5,Panjatan V,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,1,Dukuh I,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,2,Dukuh II,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,3,Dukuh III,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,4,Dukuh IV,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,5,Dukuh V,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,6,Dukuh VI,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,7,Dukuh VII,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,8,Dukuh VIII,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,9,Dukuh IX,,,,
34.01.03.2010,KULON PROGO,3,PANJATAN,10,CERME,10,Dukuh X,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,1,Gesikan,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,2,Dagansari,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,3,Krembangan III,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,4,Krembangan IV,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,5,Krembangan V,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,6,Krajan,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,7,Wonosari VII,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,8,Wonosari VIII,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,9,Karangjati,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,10,Kepuh,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,11,Ngiring Iring,,,,
34.01.03.2011,KULON PROGO,3,PANJATAN,11,KREMBANGAN,12,Dukuh,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,1,Dukuh I,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,2,Dukuh II,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,3,Dukuh III,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,4,Dukuh IV,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,5,Dukuh V,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,6,Dukuh VI,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,7,Dukuh VII,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,8,Dukuh VIII,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,9,Dukuh IX,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,10,Dukuh X,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,11,Dukuh XI,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,12,Dukuh XII,,,,
34.01.04.2001,KULON PROGO,4,GALUR,1,BANARAN,13,Dukuh XIII,,,,
34.01.04.2002,KULON PROGO,4,GALUR,2,KRANGGAN,1,Kilung,,,,
34.01.04.2002,KULON PROGO,4,GALUR,2,KRANGGAN,2,Sepaten,,,,
34.01.04.2002,KULON PROGO,4,GALUR,2,KRANGGAN,3,Nepi,,,,
34.01.04.2002,KULON PROGO,4,GALUR,2,KRANGGAN,4,Kujon Lor,,,,
34.01.04.2002,KULON PROGO,4,GALUR,2,KRANGGAN,5,Klotakan,,,,
34.01.04.2002,KULON PROGO,4,GALUR,2,KRANGGAN,6,Kranggan Tengah,,,,
34.01.04.2002,KULON PROGO,4,GALUR,2,KRANGGAN,7,Kranggan Kidul,,,,
34.01.04.2002,KULON PROGO,4,GALUR,2,KRANGGAN,8,Kranggan Kulon,,,,
34.01.04.2002,KULON PROGO,4,GALUR,2,KRANGGAN,9,Kujon Kidul,,,,
34.01.04.2003,KULON PROGO,4,GALUR,3,NOMPOREJO,1,Pandowan,,,,
34.01.04.2003,KULON PROGO,4,GALUR,3,NOMPOREJO,2,Sorogenen I,,,,
34.01.04.2003,KULON PROGO,4,GALUR,3,NOMPOREJO,3,Sorogenen II,,,,
34.01.04.2003,KULON PROGO,4,GALUR,3,NOMPOREJO,4,Barongan,,,,
34.01.04.2003,KULON PROGO,4,GALUR,3,NOMPOREJO,5,Bagongan,,,,
34.01.04.2003,KULON PROGO,4,GALUR,3,NOMPOREJO,6,Gandu,,,,
34.01.04.2003,KULON PROGO,4,GALUR,3,NOMPOREJO,7,Nampan,,,,
34.01.04.2003,KULON PROGO,4,GALUR,3,NOMPOREJO,8,Samiranan,,,,
34.01.04.2004,KULON PROGO,4,GALUR,4,KARANGSEWU,1,Boro Lor,,,,
