Kode Wilayah,Kabupaten,IDE Kapanewan,KAPANEWON,ID Kelurahan,KALURAHAN/KELURAHAN,ID Pedukuhan,PADUKUHAN,RT,RW,Luas Wilayah,Jumlah Penduduk
34.03.16.2008,GUNUNGKIDUL,16,GIRISUBO,8,SONGBANYU,7,Gabungan II,2,1,,
34.03.16.2008,GUNUNGKIDUL,16,GIRISUBO,8,SONGBANYU,8,Salam I,3,1,,
34.03.16.2008,GUNUNGKIDUL,16,GIRISUBO,8,SONGBANYU,9,Salam II,2,1,,
34.03.16.2008,GUNUNGKIDUL,16,GIRISUBO,8,SONGBANYU,10,Bendungan ,2,1,,
34.03.16.2008,GUNUNGKIDUL,16,GIRISUBO,8,SONGBANYU,11,Gesik,2,1,,
34.03.16.2008,GUNUNGKIDUL,16,GIRISUBO,8,SONGBANYU,12,Joho,2,1,,
34.03.16.2008,GUNUNGKIDUL,16,GIRISUBO,8,SONGBANYU,13,Selang,2,1,,
34.03.17.2001,GUNUNGKIDUL,17,TANJUNGSARI,1,HARGOSARI,1,Candisari,7,1,,
34.03.17.2001,GUNUNGKIDUL,17,TANJUNGSARI,1,HARGOSARI,2,Timunsari,8,1,,
34.03.17.2001,GUNUNGKIDUL,17,TANJUNGSARI,1,HARGOSARI,3,Mojosari,9,1,,
34.03.17.2001,GUNUNGKIDUL,17,TANJUNGSARI,1,HARGOSARI,4,Jambu,6,1,,
34.03.17.2001,GUNUNGKIDUL,17,TANJUNGSARI,1,HARGOSARI,5,Jrakah,8,1,,
34.03.17.2001,GUNUNGKIDUL,17,TANJUNGSARI,1,HARGOSARI,6,Klepu,4,1,,
34.03.17.2001,GUNUNGKIDUL,17,TANJUNGSARI,1,HARGOSARI,7,Gaduhan,5,1,,
34.03.17.2001,GUNUNGKIDUL,17,TANJUNGSARI,1,HARGOSARI,8,Ketos,4,1,,
34.03.17.2001,GUNUNGKIDUL,17,TANJUNGSARI,1,HARGOSARI,9,Pakel,9,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,1,Dayakan I ,4,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,2,Dayakan II,2,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,3,Guyangan ,5,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,4,Karangnongko,5,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,5,Glagah ,6,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,6,Kemiri,4,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,7,Gebang,4,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,8,Bareng,6,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,9,Panggang ,4,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,10,Ngasem,4,1,,
34.03.17.2002,GUNUNGKIDUL,17,TANJUNGSARI,2,KEMIRI,11,Wates,4,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,1,Kelor Lor ,4,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,2,Kelor Kidul ,6,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,3,Kanigoro ,2,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,4,Kayubimo,4,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,5,Tenggang,4,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,6,Ngelo,2,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,7,Pucung,2,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,8,Nglaos,2,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,9,Ngasem,3,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,10,Karang Lor I,4,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,11,Karang Lor II,4,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,12,Suru ,4,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,13,Kemadang kulon,2,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,14,Watubelah,4,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,15,Sumuran,4,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,16,Rejosari,5,1,,
34.03.17.2003,GUNUNGKIDUL,17,TANJUNGSARI,3,KEMADANG,17,Ngepung,2,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,1,Jarah I,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,2,Jarah II,2,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,3,Jarah III,2,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,4,Jambu ,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,5,Sangen I,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,6,Sangen II,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,7,Keruk I,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,8,Keruk II,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,9,Keruk III,3,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,10,Keruk IV,3,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,11,Klepu I,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,12,Klepu II,2,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,13,Weru ,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,14,Ngepoh,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,15,Kunang,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,16,Padangan ,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,17,Wuluh ,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,18,Wonosari,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,19,Melikan ,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,20,Wonosobo I,4,1,,
34.03.17.2004,GUNUNGKIDUL,17,TANJUNGSARI,4,BANJAREJO,21,Wonosobo II,4,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,1,Mrico,6,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,2,Jaten ,5,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,3,Kudu,4,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,4,Kerjo,3,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,5,Gatak I,4,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,6,Gatak II,3,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,7,Walikangin,8,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,8,Brono I,4,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,9,Brono II,4,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,10,Mendang I,4,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,11,Mendang II,4,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,12,Mendang III,4,1,,
34.03.17.2005,GUNUNGKIDUL,17,TANJUNGSARI,5,NGESTIREJO,13,Cabean,4,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,1,Kacangan ,8,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,2,Jlumbang,6,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,3,Tlogowarak,7,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,4,Temon,8,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,5,Widoro,15,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,6,Klampok,16,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,7,Gumbeng,8,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,8,Gubar,10,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,9,Sumur,12,1,,
34.03.18.2001,GUNUNGKIDUL,18,PURWOSARI,1,GIRIPURWO,10,Karangnongko,8,1,,
34.03.18.2002,GUNUNGKIDUL,18,PURWOSARI,2,GIRICAHYO,1,Gabug,5,1,,
34.03.18.2002,GUNUNGKIDUL,18,PURWOSARI,2,GIRICAHYO,2,Wuni,8,1,,
34.03.18.2002,GUNUNGKIDUL,18,PURWOSARI,2,GIRICAHYO,3,Karangtengah,5,1,,
34.03.18.2002,GUNUNGKIDUL,18,PURWOSARI,2,GIRICAHYO,4,Jurug,3,1,,
34.03.18.2002,GUNUNGKIDUL,18,PURWOSARI,2,GIRICAHYO,5,Nglumbung,9,1,,
34.03.18.2002,GUNUNGKIDUL,18,PURWOSARI,2,GIRICAHYO,6,Jati,5,1,,
34.03.18.2002,GUNUNGKIDUL,18,PURWOSARI,2,GIRICAHYO,7,Jambu,10,1,,
34.03.18.2003,GUNUNGKIDUL,18,PURWOSARI,3,GIRIJATI,1,Watugajah,4,1,,
34.03.18.2003,GUNUNGKIDUL,18,PURWOSARI,3,GIRIJATI,2,Parangrejo,5,1,,
34.03.18.2003,GUNUNGKIDUL,18,PURWOSARI,3,GIRIJATI,3,Dringo,6,1,,
34.03.18.2003,GUNUNGKIDUL,18,PURWOSARI,3,GIRIJATI,4,Jorong,6,1,,
34.03.18.2004,GUNUNGKIDUL,18,PURWOSARI,4,GIRIASIH,1,Klepu,4,1,,
34.03.18.2004,GUNUNGKIDUL,18,PURWOSARI,4,GIRIASIH,2,Trasih,4,1,,
34.03.18.2004,GUNUNGKIDUL,18,PURWOSARI,4,GIRIASIH,3,Ngorooro,4,1,,
34.03.18.2004,GUNUNGKIDUL,18,PURWOSARI,4,GIRIASIH,4,Wonolagi,2,1,,
34.03.18.2005,GUNUNGKIDUL,18,PURWOSARI,5,GIRITIRTO,1,Petoyan,8,1,,
34.03.18.2005,GUNUNGKIDUL,18,PURWOSARI,5,GIRITIRTO,2,Nglegok,5,1,,
34.03.18.2005,GUNUNGKIDUL,18,PURWOSARI,5,GIRITIRTO,3,Gading,9,1,,
34.03.18.2005,GUNUNGKIDUL,18,PURWOSARI,5,GIRITIRTO,4,Susukan ,4,1,,
34.03.18.2005,GUNUNGKIDUL,18,PURWOSARI,5,GIRITIRTO,5,Tompak ,7,1,,
34.03.18.2005,GUNUNGKIDUL,18,PURWOSARI,5,GIRITIRTO,6,Ploso,9,1,,
34.03.18.2005,GUNUNGKIDUL,18,PURWOSARI,5,GIRITIRTO,7,Blado,9,1,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,1,Singgelo,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,2,Talkondo,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,3,Godekan,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,4,Wonotingal,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,5,Bayuran,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,6,Polosiyo,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,7,Gunturgeni,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,8,Besole,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,9,Sambeng I,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,10,Sambeng II,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,11,Sambeng III,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,12,Jragan I,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,13,Jragan II,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,14,Bibis,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,15,Kokap,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,16,Koripan,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,17,Jopaten,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,18,Bodowaluh,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,19,Karang,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,20,Babakan,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,21,Krajan,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,22,Ngentak,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,23,Kuwaru,,,,
34.02.01.2001,BANTUL,1,SRANDAKAN,1,PONCOSARI,24,Cangkring,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,1,Srandakan,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,2,Greso,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,3,Klurahan,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,4,Prokerten,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,5,Jetis,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,6,Sawahan,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,7,Puron,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,8,Puluhan Kidul,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,9,Puluhan Lor,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,10,Pedak,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,11,Gunungsaren Kidul,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,12,Gunungsaren Lor,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,13,Nengahan,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,14,Lopati,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,15,Bendo,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,16,Celan,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,17,Cangunan,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,18,Mangiran,,,,
34.02.01.2002,BANTUL,1,SRANDAKAN,2,TRIMURTI,19,Sapuangin,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,1,Dayu,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,2,Kenteng,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,3,Ketalo,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,4,Klatak,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,5,Soka,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,6,Sorobayan,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,7,Bongos I,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,8,Bongos II,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,9,Klakaran,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,10,Tegesan,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,11,Nampan,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,12,Nanggulan,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,13,Demakan,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,14,Wonorejo I,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,15,Wonorejo II,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,16,Patihan,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,17,Wonoroto,,,,
34.02.02.2001,BANTUL,2,SANDEN,1,GADINGSARI,18,Demangan,,,,
34.02.02.2002,BANTUL,2,SANDEN,2,GADINGHARJO,1,Kalimundu,,,,
34.02.02.2002,BANTUL,2,SANDEN,2,GADINGHARJO,2,Daleman,,,,
34.02.02.2002,BANTUL,2,SANDEN,2,GADINGHARJO,3,Merten,,,,
34.02.02.2002,BANTUL,2,SANDEN,2,GADINGHARJO,4,Ngujung,,,,
34.02.02.2002,BANTUL,2,SANDEN,2,GADINGHARJO,5,Pranti,,,,
34.02.02.2002,BANTUL,2,SANDEN,2,GADINGHARJO,6,Karanganyar,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,1,Gedongan,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,2,Ceme,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,3,Celep,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,4,Tinggen,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,5,Bonggalan,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,6,Kalijurang,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,7,Ngunanunan,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,8,Wuluhadeg,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,9,Wirosutan,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,10,Srabahan,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,11,Gokerten,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,12,Sangkeh,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,13,Malangan,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,14,Dengokan,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,15,Dodogan,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,16,Ngemplak,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,17,Ngepet,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,18,Tegalrejo,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,19,Cetan,,,,
34.02.02.2003,BANTUL,2,SANDEN,3,SRIGADING,20,Sogesanden,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,1,Ngentak,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,2,Pucang Anom I,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,3,Trisigan I,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,4,Trisigan  II,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,5,Dagan,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,6,Sanggrahan,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,7,Kurahan I,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,8,Kurahan II,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,9,Piring I,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,10,Piring II,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,11,Mayungan I,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,12,Mayungan II,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,13,Pucang Anom II,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,14,Pucang Anom III,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,15,Sanden,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,16,Bongoskenthi,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,17,Peciro,,,,
34.02.02.2004,BANTUL,2,SANDEN,4,MURTIGADING,18,Kranggan,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,1,Plesan,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,2,Paliyan,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,3,Karen,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,4,Gondangan,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,5,Kergan,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,6,Bracan,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,7,Tokolan,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,8,Tluren,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,9,Gaten,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,10,Jebugan,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,11,Karangweru,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,12,Genting,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,13,Soropadan,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,14,Jetis,,,,
34.02.03.2001,BANTUL,3,KRETEK,1,TIRTOMULYO,15,Punduhan,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,1,Kretek,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,2,Sono,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,3,Samiran,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,4,Bungkis,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,5,Depok,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,6,Duwuran,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,7,Grogol VII,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,8,Grogol VIII,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,9,Grogol IX,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,10,Grogol X,,,,
34.02.03.2002,BANTUL,3,KRETEK,2,PARANGTRITIS,11,Mancingan,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,1,Kalipakel,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,2,Gading daton,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,3,Palangjiwan,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,4,Gadinglumbung,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,5,Gadingharjo,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,6,Mersan,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,7,Colo,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,8,Busuran,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,9,Sruwuh,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,10,Tegalsari,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,11,Metuk,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,12,Greges,,,,
34.02.03.2003,BANTUL,3,KRETEK,3,DONOTIRTO,13,Mriyan,,,,
34.02.03.2004,BANTUL,3,KRETEK,4,TIRTOSARI,1,Mulekan I,,,,
34.02.03.2004,BANTUL,3,KRETEK,4,TIRTOSARI,2,Mulekan II,,,,
34.02.03.2004,BANTUL,3,KRETEK,4,TIRTOSARI,3,Pangkah,,,,
34.02.03.2004,BANTUL,3,KRETEK,4,TIRTOSARI,4,Cimpon,,,,
34.02.03.2004,BANTUL,3,KRETEK,4,TIRTOSARI,5,Tegaltapen,,,,
34.02.03.2004,BANTUL,3,KRETEK,4,TIRTOSARI,6,Buruhan,,,,
34.02.03.2004,BANTUL,3,KRETEK,4,TIRTOSARI,7,Galan,,,,
34.02.03.2005,BANTUL,3,KRETEK,5,TIRTOHARGO,1,Baros,,,,
34.02.03.2005,BANTUL,3,KRETEK,5,TIRTOHARGO,2,Muneng,,,,
34.02.03.2005,BANTUL,3,KRETEK,5,TIRTOHARGO,3,Gunungkunci,,,,
34.02.03.2005,BANTUL,3,KRETEK,5,TIRTOHARGO,4,Gegunung,,,,
34.02.03.2005,BANTUL,3,KRETEK,5,TIRTOHARGO,5,Kalangan,,,,
34.02.03.2005,BANTUL,3,KRETEK,5,TIRTOHARGO,6,Karang,,,,
34.02.04.2001,BANTUL,4,PUNDONG,1,SELOHARJO,1,Dukuh,,,,
34.02.04.2001,BANTUL,4,PUNDONG,1,SELOHARJO,2,Nambangan,,,,
34.02.04.2001,BANTUL,4,PUNDONG,1,SELOHARJO,3,Pentung,,,,
34.02.04.2001,BANTUL,4,PUNDONG,1,SELOHARJO,4,Darmojurang,,,,
34.02.04.2001,BANTUL,4,PUNDONG,1,SELOHARJO,5,Bobok tempel,,,,
34.02.04.2001,BANTUL,4,PUNDONG,1,SELOHARJO,6,Geger,,,,
34.02.04.2001,BANTUL,4,PUNDONG,1,SELOHARJO,7,Soka,,,,
34.02.04.2001,BANTUL,4,PUNDONG,1,SELOHARJO,8,Karangasem,,,,
34.02.04.2001,BANTUL,4,PUNDONG,1,SELOHARJO,9,Ngentak,,,,
